T,prod_num
1,0.0
2,1.0
3,5.0
4,9.0
5,0.0
6,8.0
7,8.0
8,0.0
9,0.0
10,10.0
11,0.0
12,8.0
13,1.0
14,1.0
15,10.0
16,0.0
17,8.0
18,14.0
19,1.0
20,0.0
21,10.0
22,1.0
23,4.0
24,0.0
25,1.0
26,8.0
27,0.0
28,0.0
29,3.0
30,14.0
31,2.0
32,0.0
33,0.0
34,8.0
35,7.0
36,0.0
37,14.0
38,14.0
39,12.0
40,3.0
41,0.0
42,0.0
43,10.0
44,1.0
45,8.0
46,10.0
47,14.0
48,5.0
49,13.0
50,0.0
51,5.0
52,2.0
53,0.0
54,8.0
55,11.0
56,12.0
57,1.0
58,8.0
59,8.0
60,8.0
61,0.0
62,3.0
63,10.0
64,12.0
65,14.0
66,10.0
67,0.0
68,1.0
69,11.0
70,13.0
71,13.0
72,10.0
73,15.0
74,3.0
75,2.0
76,0.0
77,0.0
78,14.0
79,0.0
80,11.0
81,0.0
82,10.0
83,8.0
84,10.0
85,1.0
86,0.0
87,8.0
88,1.0
89,0.0
90,10.0
91,3.0
92,10.0
93,0.0
94,8.0
95,5.0
96,10.0
97,1.0
98,10.0
99,11.0
100,12.0
101,8.0
102,8.0
103,12.0
104,5.0
105,2.0
106,4.0
107,1.0
108,0.0
109,10.0
110,10.0
111,14.0
112,1.0
113,10.0
114,4.0
115,0.0
116,11.0
117,2.0
118,8.0
119,8.0
120,4.0
121,2.0
122,4.0
123,15.0
124,10.0
125,5.0
126,0.0
127,12.0
128,13.0
129,10.0
130,2.0
131,0.0
132,4.0
133,0.0
134,13.0
135,0.0
136,15.0
137,8.0
138,13.0
139,8.0
140,0.0
141,7.0
142,8.0
143,3.0
144,3.0
145,10.0
146,1.0
147,3.0
148,1.0
149,11.0
150,4.0
151,8.0
152,0.0
153,13.0
154,2.0
155,0.0
156,5.0
157,3.0
158,0.0
159,10.0
160,1.0
161,10.0
162,10.0
163,10.0
164,0.0
165,1.0
166,5.0
167,13.0
168,2.0
169,0.0
170,10.0
171,10.0
172,3.0
173,0.0
174,10.0
175,0.0
176,13.0
177,2.0
178,1.0
179,10.0
180,0.0
181,10.0
182,10.0
183,10.0
184,4.0
185,10.0
186,9.0
187,0.0
188,13.0
189,8.0
190,8.0
191,7.0
192,3.0
193,0.0
194,5.0
195,3.0
196,3.0
197,0.0
198,13.0
199,8.0
200,10.0
201,0.0
202,11.0
203,0.0
204,1.0
205,12.0
206,10.0
207,2.0
208,0.0
209,10.0
210,0.0
211,12.0
212,4.0
213,11.0
214,10.0
215,0.0
216,0.0
217,10.0
218,1.0
219,1.0
220,0.0
221,0.0
222,1.0
223,11.0
224,12.0
225,0.0
226,8.0
227,0.0
228,8.0
229,8.0
230,2.0
231,0.0
232,3.0
233,13.0
234,9.0
235,14.0
236,11.0
237,1.0
238,8.0
239,1.0
240,3.0
241,10.0
242,0.0
243,0.0
244,0.0
245,14.0
246,0.0
247,5.0
248,4.0
249,10.0
250,8.0
251,13.0
252,0.0
253,8.0
254,10.0
255,0.0
256,4.0
257,1.0
258,0.0
259,1.0
260,3.0
261,10.0
262,4.0
263,0.0
264,14.0
265,5.0
266,0.0
267,8.0
268,12.0
269,12.0
270,8.0
271,3.0
272,0.0
273,15.0
274,1.0
275,0.0
276,0.0
277,8.0
278,3.0
279,4.0
280,3.0
281,10.0
282,10.0
283,3.0
284,0.0
285,10.0
286,0.0
287,0.0
288,8.0
289,0.0
290,0.0
291,11.0
292,0.0
293,4.0
294,15.0
295,4.0
296,1.0
297,0.0
298,0.0
299,1.0
300,2.0
301,1.0
302,6.0
303,10.0
304,4.0
305,0.0
306,1.0
307,0.0
308,10.0
309,3.0
310,12.0
311,8.0
312,11.0
313,13.0
314,0.0
315,12.0
316,0.0
317,14.0
318,3.0
319,0.0
320,10.0
321,0.0
322,8.0
323,3.0
324,10.0
325,10.0
326,10.0
327,12.0
328,15.0
329,0.0
330,0.0
331,12.0
332,11.0
333,10.0
334,4.0
335,14.0
336,1.0
337,1.0
338,13.0
339,1.0
340,5.0
341,3.0
342,12.0
343,13.0
344,0.0
345,10.0
346,13.0
347,4.0
348,4.0
349,0.0
350,14.0
351,2.0
352,3.0
353,4.0
354,0.0
355,8.0
356,0.0
357,12.0
358,13.0
359,8.0
360,0.0
361,0.0
362,11.0
363,9.0
364,9.0
365,1.0
366,10.0
367,1.0
368,8.0
369,15.0
370,4.0
371,1.0
372,1.0
373,0.0
374,10.0
375,13.0
376,0.0
377,10.0
378,8.0
379,0.0
380,0.0
381,1.0
382,11.0
383,15.0
384,4.0
385,0.0
386,9.0
387,0.0
388,0.0
389,4.0
390,3.0
391,3.0
392,8.0
393,0.0
394,10.0
395,14.0
396,0.0
397,4.0
398,11.0
399,10.0
400,8.0
401,0.0
402,3.0
403,8.0
404,8.0
405,8.0
406,8.0
407,0.0
408,12.0
409,0.0
410,0.0
411,8.0
412,3.0
413,10.0
414,10.0
415,8.0
416,8.0
417,3.0
418,1.0
419,0.0
420,10.0
421,9.0
422,4.0
423,8.0
424,9.0
425,0.0
426,2.0
427,8.0
428,0.0
429,1.0
430,1.0
431,12.0
432,4.0
433,10.0
434,2.0
435,8.0
436,0.0
437,12.0
438,0.0
439,0.0
440,8.0
441,10.0
442,11.0
443,0.0
444,10.0
445,0.0
446,0.0
447,0.0
448,10.0
449,0.0
450,0.0
451,0.0
452,12.0
453,10.0
454,14.0
455,13.0
456,12.0
457,11.0
458,0.0
459,9.0
460,11.0
461,8.0
462,12.0
463,4.0
464,4.0
465,13.0
466,8.0
467,14.0
468,14.0
469,0.0
470,0.0
