T,prod_num
1,9.0
2,5.0
3,8.0
4,6.0
5,0.0
6,9.0
7,0.0
8,11.0
9,4.0
10,5.0
11,5.0
12,7.0
13,13.0
14,10.0
15,8.0
16,3.0
17,11.0
18,15.0
19,6.0
20,15.0
21,15.0
22,13.0
23,8.0
24,8.0
25,11.0
26,9.0
27,6.0
28,8.0
29,0.0
30,7.0
31,11.0
32,0.0
33,0.0
34,13.0
35,0.0
36,5.0
37,7.0
38,10.0
39,0.0
40,10.0
41,12.0
42,0.0
43,3.0
44,1.0
45,0.0
46,0.0
47,9.0
48,8.0
49,8.0
50,9.0
51,5.0
52,15.0
53,0.0
54,13.0
55,13.0
56,3.0
57,10.0
58,5.0
59,5.0
60,0.0
61,0.0
62,5.0
63,2.0
64,0.0
65,0.0
66,7.0
67,7.0
68,6.0
69,7.0
70,8.0
71,7.0
72,10.0
73,8.0
74,13.0
75,0.0
76,0.0
77,5.0
78,0.0
79,0.0
80,0.0
81,8.0
82,0.0
83,5.0
84,0.0
85,5.0
86,5.0
87,6.0
88,5.0
89,8.0
90,15.0
91,0.0
92,8.0
93,9.0
94,0.0
95,10.0
96,3.0
97,2.0
98,7.0
99,5.0
100,0.0
101,10.0
102,0.0
103,0.0
104,1.0
105,0.0
106,13.0
107,3.0
108,0.0
109,8.0
110,0.0
111,7.0
112,0.0
113,0.0
114,0.0
115,8.0
116,8.0
117,1.0
118,0.0
119,5.0
120,7.0
121,5.0
122,12.0
123,6.0
124,2.0
125,15.0
126,0.0
127,3.0
128,0.0
129,13.0
130,13.0
131,10.0
132,11.0
133,8.0
134,0.0
135,0.0
136,0.0
137,12.0
138,8.0
139,5.0
140,2.0
141,13.0
142,2.0
143,0.0
144,4.0
145,0.0
146,13.0
147,0.0
148,5.0
149,10.0
150,5.0
151,7.0
152,1.0
153,5.0
154,13.0
155,11.0
156,6.0
157,9.0
158,10.0
159,0.0
160,1.0
161,0.0
162,5.0
163,0.0
164,5.0
165,8.0
166,0.0
167,5.0
168,1.0
169,8.0
170,11.0
171,0.0
172,9.0
173,3.0
174,8.0
175,0.0
176,10.0
177,0.0
178,5.0
179,15.0
180,0.0
181,5.0
182,0.0
183,13.0
184,13.0
185,0.0
186,0.0
187,8.0
188,0.0
189,0.0
190,0.0
191,12.0
192,12.0
193,0.0
194,6.0
195,9.0
196,8.0
197,15.0
198,4.0
199,10.0
200,5.0
201,8.0
202,5.0
203,1.0
204,6.0
205,13.0
206,15.0
207,6.0
208,10.0
209,0.0
210,0.0
211,2.0
212,12.0
213,0.0
214,6.0
215,15.0
216,0.0
217,8.0
218,3.0
219,5.0
220,5.0
221,8.0
222,6.0
223,7.0
224,8.0
225,6.0
226,1.0
227,0.0
228,6.0
229,13.0
230,3.0
231,6.0
232,13.0
233,13.0
234,11.0
235,13.0
236,0.0
237,10.0
238,11.0
239,2.0
240,5.0
241,8.0
242,5.0
243,8.0
244,6.0
245,8.0
246,11.0
247,15.0
248,8.0
249,13.0
250,6.0
251,0.0
252,8.0
253,0.0
254,8.0
255,11.0
256,7.0
257,5.0
258,11.0
259,10.0
260,0.0
261,10.0
262,0.0
263,0.0
264,8.0
265,9.0
266,5.0
267,0.0
268,6.0
269,0.0
270,8.0
271,0.0
272,0.0
273,5.0
274,0.0
275,13.0
276,0.0
277,9.0
278,10.0
279,5.0
280,0.0
281,11.0
282,13.0
283,5.0
284,15.0
285,0.0
286,10.0
287,4.0
288,3.0
289,8.0
290,5.0
291,0.0
292,9.0
293,4.0
294,4.0
295,12.0
296,11.0
297,0.0
298,8.0
299,6.0
300,2.0
301,10.0
302,3.0
303,0.0
304,4.0
305,0.0
306,3.0
307,15.0
308,3.0
309,5.0
310,2.0
311,10.0
312,9.0
313,6.0
314,15.0
315,11.0
316,5.0
317,8.0
318,11.0
319,13.0
320,8.0
321,0.0
322,15.0
323,0.0
324,10.0
325,7.0
326,8.0
327,1.0
328,1.0
329,7.0
330,5.0
331,4.0
332,13.0
333,0.0
334,10.0
335,10.0
336,5.0
337,1.0
338,13.0
339,13.0
340,0.0
341,0.0
342,10.0
343,0.0
344,15.0
345,1.0
346,9.0
347,11.0
348,5.0
349,8.0
350,7.0
351,8.0
352,1.0
353,10.0
354,6.0
355,15.0
356,6.0
357,2.0
358,0.0
359,0.0
360,5.0
361,9.0
362,5.0
363,6.0
364,10.0
365,13.0
366,0.0
367,8.0
