T,prod_num
1,0.0
2,0.0
3,5.0
4,0.0
5,1.0
6,1.0
7,12.0
8,0.0
9,12.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,1.0
16,7.0
17,1.0
18,0.0
19,0.0
20,0.0
21,13.0
22,3.0
23,0.0
24,0.0
25,7.0
26,1.0
27,0.0
28,0.0
29,0.0
30,1.0
31,0.0
32,1.0
33,0.0
34,13.0
35,6.0
36,0.0
37,14.0
38,0.0
39,6.0
40,3.0
41,0.0
42,0.0
43,0.0
44,5.0
45,0.0
46,0.0
47,0.0
48,9.0
49,0.0
50,1.0
51,8.0
52,0.0
53,3.0
54,3.0
55,9.0
56,6.0
57,0.0
58,11.0
59,8.0
60,0.0
61,0.0
62,3.0
63,1.0
64,8.0
65,1.0
66,0.0
67,2.0
68,12.0
69,9.0
70,1.0
71,0.0
72,5.0
73,10.0
74,13.0
75,0.0
76,0.0
77,7.0
78,12.0
79,15.0
80,0.0
81,9.0
82,9.0
83,0.0
84,12.0
85,1.0
86,0.0
87,0.0
88,12.0
89,2.0
90,3.0
91,0.0
92,0.0
93,1.0
94,0.0
95,12.0
96,5.0
97,0.0
98,0.0
99,3.0
100,0.0
101,5.0
102,0.0
103,1.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,14.0
111,0.0
112,11.0
113,0.0
114,10.0
115,0.0
116,4.0
117,5.0
118,0.0
119,1.0
120,8.0
121,0.0
122,0.0
123,14.0
124,3.0
125,0.0
126,3.0
127,7.0
128,0.0
129,2.0
130,10.0
131,0.0
132,3.0
133,0.0
134,13.0
135,3.0
136,0.0
137,9.0
138,9.0
139,0.0
140,9.0
141,3.0
142,1.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,7.0
150,0.0
151,0.0
152,0.0
153,0.0
154,4.0
155,0.0
156,0.0
157,0.0
158,2.0
159,0.0
160,3.0
161,3.0
162,0.0
163,1.0
164,12.0
165,0.0
166,10.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,7.0
173,0.0
174,2.0
175,0.0
176,3.0
177,13.0
178,0.0
179,0.0
180,12.0
181,8.0
182,0.0
183,9.0
184,14.0
185,0.0
186,1.0
187,10.0
188,1.0
189,0.0
190,13.0
191,11.0
192,6.0
193,0.0
194,3.0
195,0.0
196,0.0
197,0.0
198,12.0
199,11.0
200,0.0
201,0.0
202,0.0
203,0.0
204,11.0
205,9.0
206,0.0
207,0.0
208,0.0
209,0.0
210,5.0
211,0.0
212,5.0
213,1.0
214,0.0
215,0.0
216,4.0
217,3.0
218,0.0
219,0.0
220,9.0
221,0.0
222,9.0
223,12.0
224,1.0
225,12.0
226,0.0
227,0.0
228,0.0
229,0.0
230,2.0
231,12.0
232,0.0
233,5.0
234,0.0
235,1.0
236,15.0
237,0.0
238,0.0
239,4.0
240,9.0
241,15.0
242,10.0
243,0.0
244,0.0
245,0.0
246,5.0
247,0.0
