T,prod_num
1,0.0
2,12.0
3,0.0
4,14.0
5,10.0
6,10.0
7,12.0
8,0.0
9,0.0
10,0.0
11,8.0
12,4.0
13,12.0
14,12.0
15,1.0
16,15.0
17,0.0
18,10.0
19,0.0
20,6.0
21,8.0
22,0.0
23,15.0
24,12.0
25,12.0
26,10.0
27,14.0
28,15.0
29,8.0
30,12.0
31,10.0
32,8.0
33,0.0
34,0.0
35,8.0
36,0.0
37,0.0
38,6.0
39,10.0
40,5.0
41,2.0
42,8.0
43,8.0
44,0.0
45,8.0
46,0.0
47,14.0
48,10.0
49,15.0
50,10.0
51,6.0
52,7.0
53,15.0
54,15.0
55,0.0
56,1.0
57,6.0
58,1.0
59,0.0
60,0.0
61,5.0
62,8.0
63,8.0
64,0.0
65,0.0
66,10.0
67,14.0
68,0.0
69,0.0
70,10.0
71,14.0
72,0.0
73,15.0
74,4.0
75,8.0
76,10.0
77,1.0
78,14.0
79,0.0
80,4.0
81,0.0
82,10.0
83,6.0
84,3.0
85,1.0
86,14.0
87,6.0
88,0.0
89,15.0
90,3.0
91,0.0
92,12.0
93,0.0
94,6.0
95,0.0
96,9.0
97,0.0
98,14.0
99,8.0
100,5.0
101,8.0
102,0.0
103,7.0
104,9.0
105,14.0
106,8.0
107,10.0
108,15.0
109,10.0
110,8.0
111,0.0
112,6.0
113,4.0
114,14.0
115,0.0
116,8.0
117,10.0
118,10.0
119,0.0
120,8.0
121,8.0
122,0.0
123,0.0
124,11.0
125,8.0
126,10.0
127,12.0
128,6.0
129,0.0
130,0.0
131,10.0
132,5.0
133,12.0
134,9.0
135,0.0
136,6.0
137,6.0
138,1.0
139,0.0
140,0.0
141,0.0
142,8.0
143,6.0
144,0.0
145,1.0
146,14.0
147,8.0
148,0.0
149,14.0
150,0.0
151,3.0
152,12.0
153,6.0
154,2.0
155,2.0
156,0.0
157,2.0
158,4.0
159,4.0
160,11.0
161,14.0
162,15.0
163,15.0
164,12.0
165,0.0
166,1.0
167,6.0
168,1.0
169,6.0
170,0.0
171,8.0
172,11.0
173,11.0
174,8.0
175,8.0
176,8.0
177,6.0
178,12.0
179,0.0
180,0.0
181,0.0
182,0.0
183,10.0
184,8.0
185,0.0
186,15.0
187,8.0
188,0.0
189,0.0
190,8.0
191,6.0
192,12.0
193,6.0
194,4.0
195,10.0
196,0.0
197,8.0
198,4.0
199,7.0
200,6.0
201,1.0
202,12.0
203,1.0
204,7.0
205,0.0
206,8.0
207,0.0
208,13.0
209,6.0
210,15.0
211,8.0
212,8.0
213,1.0
214,0.0
215,11.0
216,4.0
217,1.0
218,15.0
219,0.0
220,6.0
221,1.0
222,5.0
223,1.0
224,1.0
225,15.0
226,4.0
227,8.0
228,5.0
229,10.0
230,0.0
231,12.0
232,4.0
233,4.0
234,8.0
235,8.0
236,10.0
237,5.0
238,0.0
239,3.0
240,1.0
241,6.0
242,12.0
243,8.0
244,8.0
245,8.0
246,8.0
247,10.0
248,0.0
249,7.0
250,7.0
251,14.0
252,8.0
253,1.0
254,0.0
255,0.0
256,15.0
257,0.0
258,14.0
259,4.0
260,0.0
261,0.0
262,7.0
263,0.0
264,0.0
265,0.0
266,8.0
267,8.0
268,0.0
269,10.0
270,12.0
271,8.0
272,1.0
273,0.0
274,12.0
275,1.0
276,12.0
277,1.0
278,8.0
279,4.0
280,10.0
281,7.0
282,0.0
283,0.0
284,4.0
285,0.0
286,5.0
287,10.0
288,2.0
289,2.0
290,0.0
291,0.0
292,8.0
293,10.0
294,0.0
295,5.0
296,10.0
297,0.0
298,1.0
299,0.0
300,0.0
301,6.0
302,1.0
303,9.0
304,1.0
305,4.0
306,5.0
307,0.0
308,0.0
309,4.0
310,8.0
311,12.0
312,0.0
