T,prod_num
1,0.0
2,4.0
3,0.0
4,4.0
5,12.0
6,9.0
7,5.0
8,7.0
9,11.0
10,0.0
11,0.0
12,5.0
13,11.0
14,1.0
15,14.0
16,4.0
17,4.0
18,3.0
19,12.0
20,1.0
21,14.0
22,4.0
23,4.0
24,10.0
25,0.0
26,3.0
27,2.0
28,1.0
29,0.0
30,8.0
31,0.0
32,9.0
33,13.0
34,1.0
35,0.0
36,0.0
37,0.0
38,0.0
39,3.0
40,10.0
41,11.0
42,15.0
43,0.0
44,0.0
45,12.0
46,0.0
47,15.0
48,10.0
49,0.0
50,6.0
51,12.0
52,15.0
53,0.0
54,4.0
55,12.0
56,10.0
57,3.0
58,10.0
59,9.0
60,0.0
61,15.0
62,9.0
63,1.0
64,11.0
65,0.0
66,0.0
67,4.0
68,8.0
69,4.0
70,9.0
71,9.0
72,11.0
73,8.0
74,12.0
75,0.0
76,10.0
77,5.0
78,0.0
79,6.0
80,6.0
81,0.0
82,4.0
83,9.0
84,3.0
85,15.0
86,10.0
87,7.0
88,0.0
89,10.0
90,0.0
91,15.0
92,5.0
93,4.0
94,6.0
95,10.0
96,12.0
97,0.0
98,0.0
99,15.0
100,0.0
101,0.0
102,10.0
103,4.0
104,7.0
105,2.0
106,1.0
107,0.0
108,5.0
109,3.0
110,8.0
111,4.0
112,10.0
113,8.0
114,15.0
115,0.0
116,1.0
117,8.0
118,4.0
119,0.0
120,2.0
121,6.0
122,4.0
123,12.0
124,15.0
125,0.0
126,1.0
127,0.0
128,5.0
129,3.0
130,0.0
131,0.0
132,10.0
133,3.0
134,3.0
135,0.0
136,13.0
137,1.0
138,13.0
139,5.0
140,0.0
141,0.0
142,11.0
143,12.0
144,8.0
145,10.0
146,15.0
147,4.0
148,15.0
149,13.0
150,0.0
151,1.0
152,0.0
153,15.0
154,2.0
155,0.0
156,0.0
157,1.0
158,10.0
159,8.0
160,0.0
161,1.0
162,6.0
163,8.0
164,8.0
165,9.0
166,15.0
167,0.0
168,9.0
169,6.0
170,4.0
171,5.0
172,4.0
173,0.0
174,14.0
175,15.0
176,0.0
177,0.0
178,0.0
179,5.0
180,12.0
181,10.0
182,10.0
183,9.0
184,0.0
185,8.0
186,0.0
187,0.0
188,10.0
189,5.0
190,0.0
191,10.0
192,0.0
193,12.0
194,0.0
195,0.0
196,1.0
197,4.0
198,2.0
199,0.0
200,0.0
201,15.0
202,0.0
203,5.0
204,13.0
205,6.0
206,1.0
207,9.0
208,0.0
209,0.0
210,8.0
211,1.0
212,12.0
213,10.0
214,4.0
215,0.0
216,13.0
217,0.0
218,0.0
219,10.0
220,15.0
221,3.0
222,15.0
223,0.0
224,12.0
225,4.0
226,8.0
227,1.0
228,8.0
229,9.0
230,0.0
231,0.0
232,13.0
233,15.0
234,10.0
235,4.0
236,0.0
237,0.0
238,12.0
239,4.0
240,2.0
241,1.0
242,0.0
243,4.0
244,3.0
245,8.0
246,10.0
247,0.0
248,0.0
249,0.0
250,0.0
251,1.0
252,9.0
253,0.0
254,3.0
255,9.0
256,0.0
257,0.0
258,14.0
259,8.0
260,1.0
261,4.0
262,1.0
263,1.0
264,0.0
265,0.0
266,14.0
267,15.0
268,9.0
269,0.0
270,0.0
271,0.0
272,0.0
273,10.0
274,0.0
275,15.0
276,0.0
277,10.0
278,0.0
279,1.0
280,4.0
281,8.0
282,6.0
283,14.0
284,10.0
285,12.0
286,0.0
287,0.0
288,8.0
289,14.0
290,0.0
291,4.0
292,10.0
293,10.0
294,14.0
295,12.0
296,15.0
297,0.0
298,13.0
299,0.0
300,0.0
301,0.0
302,4.0
303,3.0
304,10.0
305,4.0
306,0.0
307,0.0
308,6.0
309,0.0
310,1.0
311,14.0
312,6.0
313,10.0
314,13.0
315,11.0
316,7.0
317,13.0
318,4.0
319,9.0
