T,prod_num
1,6.0
2,15.0
3,0.0
4,15.0
5,15.0
6,0.0
7,0.0
8,0.0
9,15.0
10,9.0
11,15.0
12,15.0
13,0.0
14,0.0
15,0.0
16,0.0
17,9.0
18,0.0
19,2.0
20,14.0
21,2.0
22,0.0
23,6.0
24,0.0
25,15.0
26,2.0
27,0.0
28,1.0
29,0.0
30,12.0
31,6.0
32,0.0
33,6.0
34,10.0
35,15.0
36,0.0
37,2.0
38,0.0
39,0.0
40,0.0
41,0.0
42,6.0
43,13.0
44,0.0
45,10.0
46,12.0
47,13.0
48,0.0
49,6.0
50,15.0
51,0.0
52,0.0
53,6.0
54,0.0
55,0.0
56,15.0
57,0.0
58,13.0
59,0.0
60,2.0
61,4.0
62,15.0
63,0.0
64,2.0
65,1.0
66,14.0
67,0.0
68,14.0
69,15.0
70,6.0
71,12.0
72,0.0
73,9.0
74,6.0
75,1.0
76,0.0
77,15.0
78,13.0
79,0.0
80,14.0
81,15.0
82,15.0
83,15.0
84,15.0
85,11.0
86,0.0
87,15.0
88,0.0
89,0.0
90,1.0
91,13.0
92,15.0
93,0.0
94,0.0
95,0.0
96,2.0
97,6.0
98,0.0
99,6.0
100,0.0
101,14.0
102,9.0
103,15.0
104,0.0
105,13.0
106,0.0
107,0.0
108,0.0
109,6.0
110,0.0
111,13.0
112,0.0
113,0.0
114,2.0
115,0.0
116,15.0
117,0.0
118,0.0
119,0.0
120,0.0
121,6.0
122,2.0
123,12.0
124,9.0
125,6.0
126,15.0
127,0.0
128,11.0
129,13.0
130,0.0
131,6.0
132,0.0
133,0.0
134,1.0
135,15.0
136,13.0
137,0.0
138,0.0
139,15.0
140,2.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,9.0
147,0.0
148,8.0
149,2.0
150,0.0
151,0.0
152,0.0
153,0.0
154,9.0
155,0.0
156,13.0
157,14.0
158,0.0
159,0.0
160,15.0
161,0.0
162,0.0
163,0.0
164,13.0
165,0.0
166,15.0
167,2.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,2.0
174,15.0
175,0.0
176,12.0
177,0.0
178,1.0
179,9.0
180,0.0
181,14.0
182,0.0
