2	12	7	4	10	2	7	12	4	10	3	8	9	5	6	11	3	9	8	5	6	11	1
12	7	4	10	0	7	12	4	10	0	8	9	5	6	11	0	9	8	5	6	11	0	0
7	4	10	0	0	12	4	10	0	0	9	5	6	11	0	0	8	5	6	11	0	0	0
4	10	0	0	0	4	10	0	0	0	5	6	11	0	0	0	5	6	11	0	0	0	0
10	0	0	0	0	10	0	0	0	0	6	11	0	0	0	0	6	11	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
