T,prod_num
1,0.0
2,0.0
3,10.0
4,0.0
5,8.0
6,9.0
7,12.0
8,4.0
9,14.0
10,0.0
11,2.0
12,10.0
13,2.0
14,4.0
15,0.0
16,4.0
17,1.0
18,15.0
19,15.0
20,0.0
21,9.0
22,4.0
23,15.0
24,0.0
25,7.0
26,0.0
27,15.0
28,1.0
29,14.0
30,2.0
31,2.0
32,0.0
33,0.0
34,6.0
35,0.0
36,0.0
37,1.0
38,2.0
39,9.0
40,8.0
41,13.0
42,14.0
43,0.0
44,2.0
45,2.0
46,0.0
47,4.0
48,0.0
49,0.0
50,0.0
51,9.0
52,4.0
53,0.0
54,0.0
55,15.0
56,14.0
57,5.0
58,15.0
59,0.0
60,15.0
61,1.0
62,6.0
63,2.0
64,10.0
65,6.0
66,4.0
67,0.0
68,10.0
69,2.0
70,15.0
71,6.0
72,14.0
73,10.0
74,14.0
75,0.0
76,0.0
77,1.0
78,0.0
79,3.0
80,12.0
81,14.0
82,15.0
83,15.0
84,10.0
85,10.0
86,10.0
87,0.0
88,0.0
89,2.0
90,2.0
91,13.0
92,9.0
93,0.0
94,15.0
95,6.0
96,15.0
97,8.0
98,9.0
99,4.0
100,0.0
101,0.0
102,2.0
103,1.0
104,3.0
105,0.0
106,10.0
107,15.0
108,11.0
109,15.0
110,0.0
111,0.0
112,0.0
113,2.0
114,0.0
115,15.0
116,4.0
117,2.0
118,0.0
119,9.0
120,8.0
121,9.0
122,0.0
123,0.0
124,8.0
125,8.0
126,4.0
127,0.0
128,2.0
129,14.0
130,0.0
131,6.0
132,14.0
133,0.0
134,2.0
135,0.0
136,0.0
137,15.0
138,0.0
139,6.0
140,0.0
141,5.0
142,13.0
143,10.0
144,0.0
145,0.0
146,1.0
147,10.0
148,10.0
149,0.0
150,0.0
151,10.0
152,8.0
153,0.0
154,0.0
155,9.0
156,0.0
157,8.0
158,10.0
159,4.0
160,10.0
161,0.0
162,14.0
163,4.0
164,8.0
165,0.0
166,0.0
167,0.0
168,0.0
169,1.0
170,0.0
171,0.0
172,2.0
173,0.0
174,2.0
175,0.0
176,0.0
177,5.0
178,0.0
179,8.0
180,0.0
181,0.0
182,15.0
183,1.0
184,13.0
185,8.0
186,15.0
187,2.0
188,0.0
189,0.0
190,15.0
191,0.0
192,0.0
193,1.0
194,7.0
195,8.0
196,0.0
197,4.0
198,1.0
199,4.0
200,14.0
201,0.0
202,10.0
203,0.0
204,1.0
205,0.0
206,9.0
207,8.0
208,15.0
209,4.0
210,0.0
211,6.0
212,10.0
213,1.0
214,2.0
215,8.0
216,1.0
217,1.0
218,0.0
219,10.0
220,0.0
221,10.0
222,10.0
223,0.0
224,0.0
225,0.0
226,0.0
227,8.0
228,0.0
229,10.0
230,15.0
231,3.0
232,2.0
233,15.0
234,13.0
235,0.0
236,0.0
237,10.0
238,0.0
239,1.0
240,0.0
241,0.0
242,4.0
243,8.0
244,13.0
245,3.0
246,0.0
247,3.0
