T,prod_num
1,0.0
2,12.0
3,10.0
4,0.0
5,1.0
6,5.0
7,4.0
8,9.0
9,0.0
10,13.0
11,5.0
12,0.0
13,10.0
14,0.0
15,3.0
16,5.0
17,3.0
18,0.0
19,1.0
20,1.0
21,3.0
22,9.0
23,7.0
24,10.0
25,13.0
26,0.0
27,0.0
28,15.0
29,0.0
30,5.0
31,7.0
32,4.0
33,13.0
34,1.0
35,0.0
36,3.0
37,9.0
38,0.0
39,7.0
40,13.0
41,3.0
42,10.0
43,4.0
44,2.0
45,14.0
46,3.0
47,5.0
48,1.0
49,1.0
50,12.0
51,10.0
52,1.0
53,0.0
54,0.0
55,14.0
56,3.0
57,6.0
58,3.0
59,0.0
60,12.0
61,13.0
62,9.0
63,10.0
64,4.0
65,5.0
66,3.0
67,3.0
68,9.0
69,0.0
70,15.0
71,1.0
72,0.0
73,10.0
74,0.0
75,10.0
76,6.0
77,0.0
78,13.0
79,10.0
80,1.0
81,0.0
82,10.0
83,2.0
84,0.0
85,0.0
86,4.0
87,0.0
88,4.0
89,0.0
90,0.0
91,1.0
92,0.0
93,5.0
94,1.0
95,1.0
96,14.0
97,6.0
98,2.0
99,0.0
100,10.0
101,13.0
102,0.0
103,5.0
104,12.0
105,10.0
106,5.0
107,4.0
108,4.0
109,14.0
110,5.0
111,5.0
112,10.0
113,14.0
114,0.0
115,3.0
116,10.0
117,0.0
118,14.0
119,0.0
120,3.0
121,0.0
122,11.0
123,3.0
124,9.0
125,1.0
126,0.0
127,3.0
128,3.0
129,6.0
130,1.0
131,5.0
132,11.0
133,1.0
134,5.0
135,3.0
136,1.0
137,0.0
138,12.0
139,10.0
140,1.0
141,3.0
142,10.0
143,0.0
144,6.0
145,15.0
146,6.0
147,2.0
148,0.0
149,14.0
150,0.0
151,9.0
152,4.0
153,0.0
154,1.0
155,0.0
156,12.0
157,1.0
158,3.0
159,0.0
160,14.0
161,2.0
162,1.0
163,9.0
164,2.0
165,9.0
166,0.0
167,6.0
168,1.0
169,10.0
170,7.0
171,1.0
172,0.0
173,12.0
174,0.0
175,1.0
176,0.0
177,1.0
178,0.0
179,0.0
180,0.0
181,12.0
182,5.0
183,10.0
184,0.0
185,12.0
186,9.0
187,0.0
188,5.0
189,5.0
190,0.0
191,13.0
192,14.0
193,12.0
194,0.0
195,5.0
196,9.0
197,2.0
198,0.0
199,0.0
200,4.0
201,3.0
202,14.0
203,0.0
204,0.0
205,15.0
206,0.0
207,0.0
208,0.0
209,1.0
210,3.0
211,0.0
212,10.0
213,9.0
214,4.0
215,3.0
216,9.0
217,0.0
218,13.0
219,7.0
220,6.0
221,12.0
222,10.0
223,5.0
224,9.0
225,0.0
226,10.0
227,4.0
228,4.0
229,5.0
230,0.0
231,0.0
232,5.0
233,0.0
234,11.0
235,0.0
236,0.0
237,2.0
238,4.0
239,0.0
240,3.0
241,4.0
242,1.0
243,0.0
244,1.0
245,5.0
246,1.0
247,4.0
248,10.0
249,0.0
250,2.0
251,0.0
252,3.0
253,0.0
254,0.0
255,10.0
256,5.0
257,4.0
258,4.0
259,12.0
260,14.0
261,9.0
262,9.0
263,0.0
264,1.0
265,4.0
266,13.0
267,12.0
268,0.0
269,0.0
270,0.0
271,12.0
272,9.0
273,8.0
274,0.0
275,4.0
276,13.0
277,10.0
278,1.0
279,0.0
280,1.0
281,2.0
282,0.0
283,0.0
284,0.0
285,0.0
286,13.0
287,7.0
288,0.0
289,1.0
290,12.0
291,10.0
292,0.0
293,5.0
294,5.0
295,5.0
296,0.0
297,9.0
298,14.0
299,0.0
300,1.0
301,0.0
302,12.0
303,10.0
304,10.0
305,10.0
306,4.0
307,3.0
308,15.0
309,4.0
310,10.0
311,14.0
312,5.0
