T,prod_num
1,5.0
2,0.0
3,5.0
4,0.0
5,5.0
6,12.0
7,10.0
8,13.0
9,8.0
10,5.0
11,0.0
12,5.0
13,0.0
14,8.0
15,14.0
16,0.0
17,14.0
18,13.0
19,0.0
20,4.0
21,1.0
22,2.0
23,4.0
24,5.0
25,13.0
26,0.0
27,14.0
28,12.0
29,1.0
30,11.0
31,11.0
32,0.0
33,1.0
34,11.0
35,5.0
36,11.0
37,4.0
38,11.0
39,3.0
40,0.0
41,0.0
42,0.0
43,4.0
44,4.0
45,0.0
46,4.0
47,5.0
48,11.0
49,0.0
50,4.0
51,0.0
52,13.0
53,0.0
54,5.0
55,3.0
56,0.0
57,0.0
58,11.0
59,0.0
60,8.0
61,0.0
62,4.0
63,10.0
64,2.0
65,14.0
66,0.0
67,1.0
68,0.0
69,11.0
70,12.0
71,2.0
72,13.0
73,0.0
74,0.0
75,11.0
76,0.0
77,0.0
78,14.0
79,2.0
80,5.0
81,5.0
82,4.0
83,0.0
84,11.0
85,12.0
86,1.0
87,13.0
88,2.0
89,6.0
90,0.0
91,0.0
92,12.0
93,11.0
94,0.0
95,11.0
96,4.0
97,12.0
98,4.0
99,5.0
100,14.0
101,13.0
102,0.0
103,14.0
104,5.0
105,5.0
106,12.0
107,0.0
108,0.0
109,0.0
110,0.0
111,13.0
112,13.0
113,13.0
114,5.0
115,14.0
116,11.0
117,0.0
118,0.0
119,2.0
120,0.0
121,0.0
122,5.0
123,2.0
124,0.0
125,12.0
126,3.0
127,0.0
128,5.0
129,8.0
130,0.0
131,2.0
132,13.0
133,0.0
134,5.0
135,0.0
136,0.0
137,8.0
138,4.0
139,12.0
140,14.0
141,2.0
142,0.0
143,5.0
144,11.0
145,0.0
146,0.0
147,13.0
148,12.0
149,2.0
150,5.0
151,5.0
152,0.0
153,4.0
154,5.0
155,4.0
156,14.0
157,2.0
158,0.0
159,4.0
160,0.0
161,11.0
162,7.0
163,4.0
164,0.0
165,12.0
166,12.0
167,0.0
168,5.0
169,7.0
170,0.0
171,4.0
172,2.0
173,13.0
174,11.0
175,5.0
176,5.0
177,5.0
178,7.0
179,0.0
180,0.0
181,0.0
182,14.0
183,0.0
184,0.0
185,4.0
186,14.0
187,5.0
188,0.0
189,13.0
190,2.0
191,4.0
192,13.0
193,13.0
194,7.0
195,4.0
196,0.0
197,4.0
198,13.0
199,0.0
200,13.0
201,5.0
202,0.0
203,11.0
204,8.0
205,4.0
206,1.0
207,7.0
208,0.0
209,13.0
210,0.0
211,12.0
212,2.0
213,0.0
214,0.0
215,4.0
216,5.0
217,8.0
218,4.0
219,12.0
220,13.0
221,12.0
222,12.0
223,4.0
224,0.0
225,0.0
226,12.0
227,11.0
228,11.0
229,0.0
230,4.0
231,4.0
232,2.0
233,5.0
234,13.0
235,0.0
236,14.0
237,0.0
238,0.0
239,5.0
240,5.0
241,4.0
242,2.0
243,11.0
244,1.0
245,5.0
246,0.0
247,5.0
248,8.0
249,0.0
250,5.0
251,0.0
252,13.0
253,11.0
254,5.0
255,0.0
256,0.0
257,0.0
258,8.0
259,0.0
260,0.0
261,13.0
262,8.0
263,11.0
264,0.0
265,0.0
266,11.0
267,0.0
268,4.0
269,0.0
270,12.0
271,12.0
272,8.0
273,0.0
274,7.0
275,5.0
276,0.0
277,12.0
278,7.0
279,0.0
280,11.0
281,1.0
282,14.0
283,0.0
284,13.0
285,8.0
286,11.0
287,14.0
288,4.0
289,5.0
290,13.0
291,4.0
292,5.0
293,0.0
294,4.0
295,11.0
296,0.0
297,8.0
298,8.0
299,13.0
300,8.0
301,12.0
302,5.0
303,5.0
304,5.0
305,13.0
306,4.0
307,12.0
308,12.0
309,0.0
310,5.0
311,0.0
312,0.0
313,0.0
314,11.0
315,4.0
316,4.0
317,0.0
318,11.0
319,4.0
320,0.0
321,1.0
322,4.0
323,0.0
324,3.0
325,0.0
326,8.0
327,1.0
328,5.0
329,0.0
330,4.0
331,2.0
332,3.0
333,15.0
334,5.0
335,5.0
336,5.0
337,0.0
338,11.0
339,8.0
340,14.0
341,0.0
342,0.0
343,3.0
344,5.0
345,0.0
346,12.0
347,12.0
348,0.0
349,7.0
350,3.0
351,13.0
352,0.0
353,0.0
354,4.0
355,5.0
356,11.0
357,12.0
