T,prod_num
1,0.0
2,0.0
3,0.0
4,1.0
5,9.0
6,14.0
7,0.0
8,0.0
9,0.0
10,1.0
11,3.0
12,0.0
13,3.0
14,0.0
15,9.0
16,0.0
17,0.0
18,0.0
19,1.0
20,0.0
21,10.0
22,4.0
23,0.0
24,0.0
25,0.0
26,3.0
27,9.0
28,12.0
29,12.0
30,12.0
31,5.0
32,7.0
33,1.0
34,0.0
35,8.0
36,0.0
37,0.0
38,13.0
39,15.0
40,3.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,3.0
47,12.0
48,0.0
49,1.0
50,0.0
51,0.0
52,8.0
53,0.0
54,1.0
55,8.0
56,14.0
57,12.0
58,6.0
59,0.0
60,14.0
61,3.0
62,8.0
63,0.0
64,1.0
65,6.0
66,0.0
67,0.0
68,3.0
69,0.0
70,0.0
71,8.0
72,0.0
73,0.0
74,0.0
75,15.0
76,1.0
77,3.0
78,12.0
79,1.0
80,1.0
81,0.0
82,14.0
83,0.0
84,0.0
85,0.0
86,0.0
87,5.0
88,3.0
89,1.0
90,1.0
91,0.0
92,15.0
93,14.0
94,9.0
95,6.0
96,1.0
97,0.0
98,0.0
99,0.0
100,4.0
101,3.0
102,15.0
103,4.0
104,12.0
105,10.0
106,10.0
107,15.0
108,12.0
109,12.0
110,4.0
111,1.0
112,0.0
113,14.0
114,1.0
115,0.0
116,0.0
117,0.0
118,0.0
119,8.0
120,0.0
121,0.0
122,0.0
123,0.0
124,8.0
125,3.0
126,0.0
127,6.0
128,0.0
129,0.0
130,12.0
131,7.0
132,14.0
133,1.0
134,0.0
135,14.0
136,0.0
137,0.0
138,1.0
139,0.0
140,0.0
141,14.0
142,0.0
143,8.0
144,12.0
145,0.0
146,0.0
147,0.0
148,0.0
149,9.0
150,4.0
151,6.0
152,6.0
153,1.0
154,8.0
155,10.0
156,1.0
157,0.0
158,1.0
159,0.0
160,3.0
161,0.0
162,8.0
163,0.0
164,8.0
165,0.0
166,0.0
167,6.0
168,0.0
169,12.0
170,0.0
171,0.0
172,0.0
173,0.0
174,3.0
175,12.0
176,0.0
177,10.0
178,10.0
179,14.0
180,0.0
181,14.0
182,0.0
183,0.0
184,1.0
185,8.0
186,12.0
187,5.0
188,1.0
189,0.0
190,0.0
191,0.0
192,0.0
193,9.0
194,0.0
195,15.0
196,1.0
197,12.0
198,7.0
199,0.0
200,3.0
201,15.0
202,3.0
203,3.0
204,4.0
205,0.0
206,1.0
207,3.0
208,8.0
209,0.0
210,8.0
211,15.0
212,4.0
213,0.0
214,3.0
215,0.0
216,0.0
217,0.0
218,14.0
219,1.0
220,0.0
221,8.0
222,8.0
223,0.0
224,0.0
225,2.0
226,0.0
227,1.0
228,0.0
229,14.0
230,0.0
231,9.0
232,6.0
233,6.0
234,4.0
235,5.0
236,6.0
237,1.0
238,3.0
239,8.0
240,15.0
241,12.0
242,0.0
243,0.0
244,0.0
245,0.0
246,6.0
247,0.0
